Distrito Federal,5.8
Mato Grosso do Sul,357.1
Rio Grande do Sul,281.7
Tocantins,277.6
Piauí,251.5
Roraima,224.2
Bahia,564.6
Paraná,199.3
Rio Grande do Norte,52.8
Rondônia,237.5
Acre,152.5
Ceará,148.8
Amapá,142.8
Amazonas,1570.7
Pará,1247.6
Pernambuco,98.3
Santa Catarina,95.3
Paraíba,56.4
Espírito Santo,46.0
Rio de Janeiro,43.6
Mato Grosso,903.3
Alagoas,27.7
Minas Gerais,587.5
Sergipe,21.9
Maranhão,332.0
São Paulo,248.2
Goiás,340.0
